"mqtt_topic","mqtt_json_path","device","tag","yard_tag","target_type","terminal","cabinet","system","description","unit","precision","data_type"
"marpower/thruster/aft","regeneration_speed_control","KEB13","AFT Thruster regeneration speed control",,"Bool",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/aft","regeneration_torque_control","KEB13","AFT Thruster regeneration torque control",,"Bool",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/fwd","regeneration_speed_control","KEB13","FWD Thruster regeneration speed control",,"Bool",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/fwd","regeneration_torque_control","KEB13","FWD Thruster regeneration torque control",,"Bool",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/aft","max_torque_regeneration","KEB13","AFT Thruster max torque regeneration",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","min_torque_regeneration","KEB13","AFT Thruster min torque regeneration",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","max_torque_regeneration","KEB13","FWD Thruster max torque regeneration",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","min_torque_regeneration","KEB13","FWD Thruster min torque regeneration",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","pitch_rate_of_change","KEB13","AFT Thruster pitch rate of change",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","max_pitch","KEB13","AFT Thruster max pitch",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","min_pitch","KEB13","AFT Thruster min pitch",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","torque_constant","KEB13","AFT Thruster torque constant",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","pitch_rate_of_change","KEB13","FWD Thruster pitch rate of change",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","max_pitch","KEB13","FWD Thruster max pitch",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","min_pitch","KEB13","FWD Thruster min pitch",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","torque_constant","KEB13","FWD Thruster torque constant",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","high_trust_control","KEB13","AFT Thruster high trust control",,"Bool",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/aft","normal_control","KEB13","AFT Thruster normal control",,"Bool",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/aft","motorsail_control","KEB13","AFT Thruster motorsail control",,"Bool",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/fwd","high_trust_control","KEB13","FWD Thruster high trust control",,"Bool",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/fwd","normal_control","KEB13","FWD Thruster normal control",,"Bool",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/thruster/fwd","motorsail_control","KEB13","FWD Thruster motorsail control",,"Bool",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"BOOLEAN"
"marpower/externalmotor","speed","KEB13","Speed",,"Float",,,"ExternalMotor","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/externalmotor","torque","KEB13","Torque",,"Float",,,"ExternalMotor","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","gearboxoiltemperature","KEB13","GearboxOilTemperature",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","gearboxoiltemperature","KEB13","GearboxOilTemperature",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex1temperature","KEB13","Aradex1Temperature",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex2temperature","KEB13","Aradex2Temperature",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex1temperature","KEB13","Aradex1Temperature",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex2temperature","KEB13","Aradex2Temperature",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","temperaturein","KEB13","AftThrusterTemperatureIn",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","temperatureout","KEB13","AftThrusterTemperatureOut",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","temperaturein","KEB13","FwdThrusterTemperatureIn",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","temperatureout","KEB13","FwdThrusterTemperatureOut",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex1temperaturein","KEB13","Aradex1TemperatureIn",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex1temperatureout","KEB13","Aradex1TemperatureOut",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex2temperaturein","KEB13","Aradex2TemperatureIn",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex2temperatureout","KEB13","Aradex2TemperatureOut",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex1temperaturein","KEB13","Aradex1TemperatureIn",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex1temperatureout","KEB13","Aradex1TemperatureOut",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex2temperaturein","KEB13","Aradex2TemperatureIn",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex2temperatureout","KEB13","Aradex2TemperatureOut",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","oiltemperaturein","KEB13","OilTemperatureIn",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","oiltemperatureout","KEB13","OilTemperatureOut",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","oiltemperaturein","KEB13","OilTemperatureIn",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","oiltemperatureout","KEB13","OilTemperatureOut",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","flow","KEB13","AftThrusterFlow",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","pressure","KEB13","AftThrusterPressure",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","flow","KEB13","FwdThrusterFlow",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","pressure","KEB13","FwdThrusterPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex1flow","KEB13","Aradex1Flow",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex1pressure","KEB13","Aradex1Pressure",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex2flow","KEB13","Aradex2Flow",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","aradex2pressure","KEB13","Aradex2Pressure",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex1flow","KEB13","Aradex1Flow",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex1pressure","KEB13","Aradex1Pressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex2flow","KEB13","Aradex2Flow",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","aradex2pressure","KEB13","Aradex2Pressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","oilflow","KEB13","OilFlow",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/aft","oilpressure","KEB13","OilPressure",,"Float",,,"AFT THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","oilflow","KEB13","OilFlow",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
"marpower/thruster/fwd","oilpressure","KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
,,"KEB13","OilPressure",,"Float",,,"FWD THRUSTER","SB Helm FWD Thruster Lever Azimuth Signal Y","A",,"REAL"
